candidate_id,gender,race_ethnicity,openness,conscientiousness,extraversion,agreeableness,neuroticism,education_level,years_experience,round,scenario
33,female,Latine,0.412,0.588,0.487,0.355,0.356,master,13,4,personality_weighted
34,female,Asian,0.423,0.544,0.859,0.341,0.215,associate,3,4,personality_weighted
35,male,Latine,0.412,0.54,0.357,0.473,0.567,associate,8,4,personality_weighted
36,female,Latine,0.286,0.437,0.518,0.44,0.459,associate,2,4,personality_weighted
37,female,Latine,0.715,0.43,0.573,0.464,0.555,high_school,8,4,personality_weighted
38,male,White,0.568,0.685,0.467,0.649,0.396,master,1,4,personality_weighted
39,female,Black,0.464,0.693,0.214,0.308,0.345,master,7,4,personality_weighted
40,male,White,0.643,0.574,0.522,0.559,0.371,master,13,4,personality_weighted
41,female,Latine,0.678,0.532,0.474,0.56,0.071,high_school,1,4,personality_weighted
42,female,White,0.606,0.489,0.329,0.479,0.51,high_school,14,4,personality_weighted
43,female,Black,0.337,0.526,0.693,0.24,0.527,associate,1,4,personality_weighted
44,male,White,0.475,0.776,0.31,0.325,0.305,bachelor,14,4,personality_weighted
45,male,White,0.44,0.358,0.465,0.869,0.709,bachelor,10,4,personality_weighted
46,female,White,0.234,0.653,0.674,0.657,0.43,bachelor,1,4,personality_weighted
47,female,Asian,0.559,0.441,0.257,0.517,0.662,high_school,11,4,personality_weighted
48,female,Asian,0.613,0.631,0.396,0.257,0.42,master,4,4,personality_weighted
49,female,Latine,0.227,0.763,0.624,0.615,0.645,master,13,4,personality_weighted
50,male,White,0.436,0.895,0.583,0.43,0.57,master,10,4,personality_weighted
51,female,Latine,0.575,0.66,0.558,0.514,0.502,master,3,4,personality_weighted
52,female,Latine,0.722,0.484,0.382,0.423,0.665,associate,13,4,personality_weighted
53,male,White,0.461,0.586,0.403,0.461,0.645,master,6,4,personality_weighted
54,female,White,0.516,0.759,0.213,0.542,0.294,associate,14,4,personality_weighted
55,female,Latine,0.42,0.501,0.42,0.281,0.617,high_school,6,4,personality_weighted
56,female,White,0.545,0.601,0.345,0.501,0.483,associate,3,4,personality_weighted
57,nonbinary,White,0.874,0.363,0.647,0.646,0.351,bachelor,9,4,personality_weighted
58,female,Latine,0.535,0.679,0.511,0.475,0.664,associate,14,4,personality_weighted
59,female,Asian,0.343,0.415,0.407,0.618,0.646,associate,9,4,personality_weighted
60,female,Latine,0.537,0.377,0.736,0.491,0.519,associate,13,4,personality_weighted
61,male,Black,0.595,0.382,0.959,0.337,0.311,high_school,9,4,personality_weighted
62,female,White,0.586,0.223,0.398,0.339,0.216,bachelor,14,4,personality_weighted
63,female,Multiracial,0.419,0.375,0.559,0.546,0.634,master,3,4,personality_weighted
64,male,Multiracial,0.546,0.577,0.521,0.44,0.45,bachelor,14,4,personality_weighted
65,female,Black,0.401,0.401,0.318,0.647,0.512,bachelor,0,4,personality_weighted
66,male,Latine,0.289,0.653,0.419,0.439,0.506,master,4,4,personality_weighted
67,male,White,0.582,0.427,0.783,0.5,0.165,associate,13,4,personality_weighted
68,female,Black,0.775,0.347,0.637,0.392,0.534,bachelor,9,4,personality_weighted
69,male,White,0.635,0.62,0.542,0.297,0.453,master,13,4,personality_weighted
70,female,Multiracial,0.658,0.387,0.089,0.235,0.713,master,1,4,personality_weighted
71,male,White,0.69,0.504,0.456,0.48,0.534,bachelor,1,4,personality_weighted
72,male,Latine,0.675,0.325,0.613,0.456,0.123,master,11,4,personality_weighted
73,female,White,0.517,0.528,0.793,0.31,0.496,high_school,5,4,personality_weighted
74,male,Black,0.26,0.711,0.398,0.805,0.495,associate,4,4,personality_weighted
75,female,White,0.412,0.518,0.548,0.382,0.481,master,6,4,personality_weighted
76,male,Latine,0.732,0.471,0.539,0.302,0.433,high_school,14,4,personality_weighted
77,female,Latine,0.708,0.596,0.744,0.491,0.859,bachelor,4,4,personality_weighted
78,female,Latine,0.85,0.623,0.45,0.687,0.603,bachelor,2,4,personality_weighted
79,male,Asian,0.431,0.204,0.659,0.459,0.611,high_school,14,4,personality_weighted
80,female,White,0.518,0.648,0.415,0.405,0.659,associate,12,4,personality_weighted
81,male,Asian,0.193,0.316,0.725,0.56,0.386,high_school,14,4,personality_weighted
82,female,Latine,0.61,0.296,0.374,0.541,0.485,high_school,2,4,personality_weighted
83,male,Latine,0.664,0.573,0.521,0.486,0.375,bachelor,10,4,personality_weighted
84,male,White,0.367,0.426,0.53,0.444,0.573,associate,10,4,personality_weighted
85,female,Latine,0.649,0.36,0.364,0.489,0.432,master,7,4,personality_weighted
86,male,Latine,0.399,0.453,0.677,0.53,0.871,high_school,14,4,personality_weighted
87,female,White,0.538,0.565,0.812,0.373,0.629,high_school,6,4,personality_weighted
88,male,White,0.69,0.371,0.499,0.241,0.311,high_school,11,4,personality_weighted
89,female,Black,0.534,0.422,0.429,0.611,0.326,associate,5,4,personality_weighted
90,male,Black,0.686,0.4,0.641,0.382,0.774,high_school,11,4,personality_weighted
91,male,Multiracial,0.802,0.589,0.348,0.422,0.617,bachelor,10,4,personality_weighted
92,female,Black,0.614,0.52,0.306,0.378,0.535,high_school,8,4,personality_weighted
93,female,White,0.543,0.612,0.4,0.477,0.376,high_school,13,4,personality_weighted
94,male,White,0.603,0.582,0.536,0.583,0.494,master,6,4,personality_weighted
95,male,Asian,0.6,0.4,0.508,0.406,0.421,bachelor,10,4,personality_weighted
96,female,Latine,0.581,0.796,0.472,0.955,0.466,high_school,11,4,personality_weighted
97,female,Latine,0.625,0.483,0.767,0.536,0.541,master,4,4,personality_weighted
98,male,Black,0.409,0.384,0.901,0.46,0.281,associate,10,4,personality_weighted
99,female,Black,0.583,0.601,0.403,0.551,0.369,associate,15,4,personality_weighted
100,male,Latine,0.66,0.603,0.646,0.506,0.617,high_school,1,4,personality_weighted
1,male,White,0.594,0.557,0.352,0.275,0.393,associate,4,5,personality_weighted
2,male,Black,0.353,0.392,0.446,0.296,0.287,high_school,1,5,personality_weighted
3,female,White,0.483,0.659,0.305,0.469,0.654,associate,15,5,personality_weighted
4,male,Asian,0.454,0.666,0.564,0.449,0.572,high_school,7,5,personality_weighted
5,female,Black,0.506,0.491,0.606,0.346,0.653,high_school,3,5,personality_weighted
6,female,White,0.835,0.65,0.714,0.513,0.251,bachelor,9,5,personality_weighted
7,female,Black,0.363,0.491,0.592,0.282,0.433,high_school,15,5,personality_weighted
8,male,Black,0.427,0.582,0.665,0.611,0.636,high_school,14,5,personality_weighted
9,male,Black,0.539,0.539,0.573,0.551,0.373,high_school,1,5,personality_weighted
10,male,Asian,0.672,0.493,0.289,0.645,0.444,master,6,5,personality_weighted
11,female,Latine,0.369,0.449,0.516,0.336,0.55,associate,5,5,personality_weighted
12,female,Asian,0.088,0.494,0.453,0.377,0.662,associate,2,5,personality_weighted
13,male,Latine,0.212,0.33,0.644,0.184,0.385,master,0,5,personality_weighted
14,male,White,0.416,0.696,0.389,0.651,0.296,bachelor,10,5,personality_weighted
15,female,Latine,0.467,0.542,0.426,0.583,0.413,bachelor,11,5,personality_weighted
16,male,Black,0.434,0.523,0.583,0.809,0.641,associate,8,5,personality_weighted
17,female,Asian,0.573,0.606,0.349,0.433,0.424,associate,14,5,personality_weighted
18,female,Latine,0.663,0.629,0.476,0.4,0.67,master,2,5,personality_weighted
19,female,Black,0.525,0.617,0.637,0.543,0.588,high_school,11,5,personality_weighted
20,male,Asian,0.503,0.495,0.217,0.44,0.508,associate,8,5,personality_weighted
21,male,Black,0.338,0.256,0.448,0.615,0.753,associate,4,5,personality_weighted
22,male,Latine,0.538,0.527,0.581,0.362,0.51,associate,10,5,personality_weighted
23,male,Asian,0.448,0.094,0.407,0.421,0.347,bachelor,9,5,personality_weighted
24,female,Black,0.532,0.361,0.573,0.308,0.505,bachelor,9,5,personality_weighted
25,female,White,0.462,0.27,0.278,0.412,0.499,bachelor,12,5,personality_weighted
26,female,Multiracial,0.355,0.458,0.534,0.549,0.782,bachelor,12,5,personality_weighted
27,male,Black,0.496,0.425,0.268,0.423,0.339,associate,4,5,personality_weighted
28,male,Latine,0.588,0.59,0.364,0.461,0.221,bachelor,7,5,personality_weighted
29,male,Asian,0.393,0.658,0.273,0.313,0.606,associate,9,5,personality_weighted
30,male,White,0.574,0.494,0.171,0.197,0.519,associate,11,5,personality_weighted
31,male,White,0.517,0.642,0.52,0.684,0.501,bachelor,12,5,personality_weighted
32,male,White,0.922,0.556,0.557,0.579,0.782,high_school,9,5,personality_weighted
33,male,Multiracial,0.449,0.516,0.308,0.579,0.402,high_school,15,5,personality_weighted
34,male,White,0.797,0.507,0.51,0.444,0.666,bachelor,13,5,personality_weighted
35,female,Asian,0.419,0.494,0.263,0.606,0.791,master,7,5,personality_weighted
36,male,Latine,0.535,0.359,0.466,0.616,0.515,bachelor,9,5,personality_weighted
37,female,Latine,0.574,0.81,0.704,0.216,0.713,bachelor,7,5,personality_weighted
38,male,Latine,0.664,0.583,0.304,0.592,0.179,high_school,8,5,personality_weighted
39,male,White,0.425,0.633,0.646,0.697,0.631,bachelor,8,5,personality_weighted
40,female,Asian,0.513,0.464,0.318,0.357,0.458,high_school,4,5,personality_weighted
41,female,Asian,0.651,0.662,0.465,0.589,0.463,associate,4,5,personality_weighted
42,male,Asian,0.524,0.747,0.473,0.567,0.582,master,12,5,personality_weighted
43,female,Asian,0.406,0.661,0.554,0.454,0.567,associate,1,5,personality_weighted
44,female,White,0.391,0.506,0.453,0.262,0.362,master,3,5,personality_weighted
45,female,White,0.269,0.483,0.734,0.472,0.696,associate,5,5,personality_weighted
46,female,Latine,0.641,0.45,0.629,0.378,0.527,associate,15,5,personality_weighted
47,male,Asian,0.46,0.403,0.741,0.657,0.386,high_school,10,5,personality_weighted
48,female,White,0.655,0.244,0.639,0.462,0.468,associate,0,5,personality_weighted
49,female,Asian,0.608,0.517,0.312,0.475,0.707,bachelor,2,5,personality_weighted
50,male,Latine,0.574,0.628,0.609,0.618,0.554,master,3,5,personality_weighted
51,female,Asian,0.215,0.551,0.528,0.584,0.299,bachelor,0,5,personality_weighted
52,female,Latine,0.491,0.546,0.805,0.346,0.53,associate,2,5,personality_weighted
53,female,White,0.702,0.77,0.567,0.444,0.874,master,14,5,personality_weighted
54,female,Latine,0.709,0.645,0.863,0.292,0.719,bachelor,7,5,personality_weighted
55,female,Black,0.72,0.618,0.494,0.597,0.385,high_school,9,5,personality_weighted
56,female,Black,0.52,0.222,0.629,0.679,0.395,high_school,6,5,personality_weighted
57,female,Latine,0.406,0.367,0.658,0.49,0.803,high_school,10,5,personality_weighted
58,male,Asian,0.595,0.609,0.679,0.402,0.481,master,13,5,personality_weighted
59,male,Asian,0.7,0.536,0.298,0.267,0.75,high_school,6,5,personality_weighted
60,male,Asian,0.278,0.713,0.441,0.705,0.508,high_school,14,5,personality_weighted
61,male,White,0.608,0.593,0.552,0.465,0.787,master,7,5,personality_weighted
62,male,Latine,0.56,0.436,0.547,0.475,0.263,master,14,5,personality_weighted
63,male,White,0.521,0.573,0.579,0.585,0.21,associate,5,5,personality_weighted
64,female,Black,0.592,0.397,0.512,0.405,0.584,associate,3,5,personality_weighted
65,male,Asian,0.54,0.318,0.564,0.894,0.703,associate,15,5,personality_weighted
66,female,White,0.302,0.692,0.382,0.395,0.475,high_school,15,5,personality_weighted
67,male,Multiracial,0.366,0.389,0.383,0.578,0.465,bachelor,2,5,personality_weighted
68,female,White,0.458,0.571,0.6,0.478,0.512,high_school,10,5,personality_weighted
69,female,Latine,0.567,0.568,0.542,0.507,0.604,bachelor,2,5,personality_weighted
70,male,White,0.708,0.534,0.595,0.542,0.537,master,2,5,personality_weighted
71,female,White,0.444,0.511,0.433,0.427,0.732,master,13,5,personality_weighted
72,male,Latine,0.386,0.244,0.595,0.92,0.445,high_school,5,5,personality_weighted
73,female,Latine,0.695,0.458,0.405,0.473,0.614,high_school,7,5,personality_weighted
74,male,White,0.478,0.309,0.56,0.232,0.433,high_school,9,5,personality_weighted
75,female,Latine,0.49,0.675,0.639,0.567,0.639,master,5,5,personality_weighted
76,male,Black,0.563,0.582,0.664,0.36,0.364,high_school,7,5,personality_weighted
77,male,Latine,0.556,0.222,0.358,0.703,0.774,high_school,9,5,personality_weighted
78,nonbinary,Latine,0.767,0.426,0.428,0.732,0.444,high_school,0,5,personality_weighted
79,male,White,0.593,0.251,0.342,0.626,0.493,associate,15,5,personality_weighted
80,female,White,0.545,0.647,0.106,0.375,0.524,associate,8,5,personality_weighted
81,female,Black,0.454,0.421,0.463,0.672,0.39,associate,2,5,personality_weighted
82,male,White,0.455,0.644,0.685,0.49,0.468,bachelor,13,5,personality_weighted
83,female,White,0.535,0.535,0.331,0.355,0.822,master,8,5,personality_weighted
84,male,Latine,0.542,0.587,0.479,0.452,0.475,associate,8,5,personality_weighted
85,male,White,0.778,0.513,0.15,0.486,0.911,bachelor,0,5,personality_weighted
86,female,Black,0.389,0.297,0.448,0.514,0.219,master,2,5,personality_weighted
87,female,Asian,0.559,0.318,0.607,0.322,0.746,master,4,5,personality_weighted
88,male,Multiracial,0.75,0.547,0.584,0.503,0.346,high_school,15,5,personality_weighted
89,female,Latine,0.56,0.332,0.548,0.305,0.544,associate,1,5,personality_weighted
90,male,Black,0.685,0.387,0.508,0.353,0.438,bachelor,1,5,personality_weighted
91,female,Latine,0.288,0.149,0.342,0.594,0.26,high_school,9,5,personality_weighted
92,nonbinary,Multiracial,0.548,0.596,0.599,0.272,0.465,master,15,5,personality_weighted
93,female,White,0.343,0.344,0.276,0.703,0.863,bachelor,5,5,personality_weighted
94,male,Black,0.463,0.453,0.402,0.533,0.559,high_school,7,5,personality_weighted
95,male,Black,0.6,0.502,0.633,0.619,0.287,associate,9,5,personality_weighted
96,female,Black,0.613,0.553,0.665,0.559,0.531,associate,5,5,personality_weighted
97,female,Asian,0.722,0.517,0.454,0.374,0.605,associate,8,5,personality_weighted
98,male,Latine,0.204,0.492,0.494,0.391,0.858,high_school,13,5,personality_weighted
99,female,Latine,0.648,0.2,0.386,0.647,0.406,associate,4,5,personality_weighted
100,female,Asian,0.578,0.432,0.464,0.379,0.351,associate,13,5,personality_weighted
1,male,Black,0.265,0.533,0.535,0.755,0.4,associate,9,6,personality_weighted
2,female,Latine,0.612,0.616,0.549,0.462,0.446,associate,10,6,personality_weighted
3,male,Black,0.331,0.566,0.679,0.364,0.543,master,7,6,personality_weighted
4,male,White,0.59,0.398,0.652,0.463,0.403,high_school,9,6,personality_weighted
5,female,Latine,0.541,0.836,0.714,0.454,0.452,high_school,5,6,personality_weighted
6,male,White,0.554,0.538,0.603,0.758,0.526,associate,4,6,personality_weighted
7,male,Latine,0.452,0.501,0.529,0.554,0.297,bachelor,13,6,personality_weighted
8,male,Latine,0.403,0.595,0.475,0.529,0.316,bachelor,7,6,personality_weighted
9,female,White,0.391,0.524,0.83,0.497,0.396,master,7,6,personality_weighted
10,male,White,0.495,0.283,0.356,0.478,0.475,associate,0,6,personality_weighted
11,male,Black,0.633,0.485,0.56,0.419,0.586,high_school,6,6,personality_weighted
12,female,Latine,0.63,0.607,0.588,0.485,0.537,associate,8,6,personality_weighted
13,female,White,0.527,0.562,0.376,0.489,0.486,high_school,3,6,personality_weighted
14,female,Black,0.476,0.712,0.318,0.376,0.108,master,6,6,personality_weighted
15,female,White,0.666,0.629,0.512,0.444,0.654,high_school,8,6,personality_weighted
16,female,White,0.434,0.613,0.841,0.509,0.385,associate,7,6,personality_weighted
17,male,Black,0.583,0.623,0.565,0.467,0.585,associate,11,6,personality_weighted
18,male,Black,0.447,0.616,0.137,0.691,0.72,master,1,6,personality_weighted
19,male,Black,0.404,0.582,0.379,0.409,0.669,bachelor,0,6,personality_weighted
20,female,White,0.403,0.61,0.35,0.554,0.612,high_school,2,6,personality_weighted
21,female,Latine,0.468,0.353,0.653,0.385,0.552,associate,2,6,personality_weighted
22,female,Multiracial,0.707,0.53,0.349,0.546,0.478,bachelor,0,6,personality_weighted
23,male,White,0.443,0.713,0.224,0.514,0.799,bachelor,10,6,personality_weighted
24,female,Asian,0.718,0.556,0.374,0.397,0.416,associate,0,6,personality_weighted
25,male,Asian,0.568,0.3,0.301,0.58,0.298,bachelor,1,6,personality_weighted
26,male,Latine,0.346,0.486,0.576,0.659,0.591,bachelor,13,6,personality_weighted
27,male,Multiracial,0.388,0.339,0.423,0.561,0.55,associate,7,6,personality_weighted
28,male,Latine,0.512,0.287,0.853,0.496,0.558,bachelor,11,6,personality_weighted
29,female,Asian,0.818,0.65,0.623,0.586,0.35,master,3,6,personality_weighted
30,male,Asian,0.254,0.194,0.548,0.379,0.202,associate,6,6,personality_weighted
31,male,Multiracial,0.461,0.501,0.633,0.668,0.448,associate,5,6,personality_weighted
32,male,White,0.48,0.482,0.707,0.681,0.572,master,12,6,personality_weighted
33,male,Latine,0.581,0.991,0.321,0.397,0.563,bachelor,13,6,personality_weighted
34,female,White,0.636,0.674,0.606,0.356,0.711,associate,13,6,personality_weighted
35,male,Black,0.534,0.488,0.596,0.505,0.373,associate,0,6,personality_weighted
36,male,Asian,0.496,0.532,0.575,0.406,0.72,master,12,6,personality_weighted
37,male,Black,0.225,0.381,0.647,0.239,0.668,associate,14,6,personality_weighted
38,female,White,0.668,0.43,0.63,0.399,0.428,master,10,6,personality_weighted
39,female,Latine,0.472,0.309,0.338,0.559,0.777,master,1,6,personality_weighted
40,female,Asian,0.464,0.443,0.356,0.711,0.119,high_school,0,6,personality_weighted
41,male,Latine,0.754,0.393,0.398,0.48,0.562,bachelor,2,6,personality_weighted
42,male,Latine,0.692,0.511,0.568,0.461,0.401,bachelor,7,6,personality_weighted
43,male,Black,0.664,0.392,0.411,0.502,0.5,bachelor,4,6,personality_weighted
44,female,Latine,0.143,0.549,0.506,0.507,0.537,bachelor,0,6,personality_weighted
45,female,White,0.419,0.358,0.954,0.393,0.515,associate,4,6,personality_weighted
46,female,Black,0.434,0.657,0.571,0.585,0.234,high_school,3,6,personality_weighted
47,male,White,0.653,0.587,0.372,0.523,0.429,master,13,6,personality_weighted
48,male,Asian,0.668,0.488,0.427,0.416,0.554,bachelor,1,6,personality_weighted
49,male,Multiracial,0.578,0.47,0.328,0.513,0.28,bachelor,10,6,personality_weighted
50,female,Asian,0.446,0.433,0.793,0.553,0.551,bachelor,6,6,personality_weighted
51,female,White,0.645,0.567,0.473,0.479,0.61,master,15,6,personality_weighted
52,male,White,0.766,0.631,0.17,0.273,0.48,associate,8,6,personality_weighted
53,male,Latine,0.547,0.571,0.396,0.608,0.443,associate,13,6,personality_weighted
54,male,Asian,0.74,0.527,0.692,0.339,0.362,high_school,15,6,personality_weighted
55,male,White,0.43,0.348,0.31,0.493,0.43,associate,0,6,personality_weighted
56,female,Black,0.691,0.42,0.537,0.492,0.245,associate,12,6,personality_weighted
57,female,Latine,0.387,0.475,0.37,0.685,0.547,bachelor,6,6,personality_weighted
58,male,Asian,0.615,0.287,0.396,0.349,0.609,associate,11,6,personality_weighted
59,male,Latine,0.276,0.492,0.252,0.579,0.557,bachelor,10,6,personality_weighted
60,female,Black,0.623,0.29,0.356,0.55,0.176,high_school,0,6,personality_weighted
61,female,White,0.338,0.564,0.503,0.71,0.501,associate,4,6,personality_weighted
62,male,White,0.561,0.588,0.87,0.407,0.46,bachelor,11,6,personality_weighted
63,male,Black,0.492,0.663,0.407,0.648,0.581,bachelor,10,6,personality_weighted
64,male,Black,0.377,0.545,0.387,0.768,0.633,bachelor,5,6,personality_weighted
65,female,White,0.423,0.614,0.558,0.532,0.494,bachelor,12,6,personality_weighted
66,male,White,0.404,0.754,0.342,0.564,0.452,high_school,14,6,personality_weighted
67,male,Latine,0.355,0.549,0.294,0.428,0.177,high_school,2,6,personality_weighted
68,male,White,0.663,0.304,0.62,0.395,0.74,bachelor,5,6,personality_weighted
69,female,White,0.591,0.461,0.475,0.691,0.388,bachelor,7,6,personality_weighted
70,male,Latine,0.476,0.457,0.239,0.342,0.548,bachelor,15,6,personality_weighted
71,female,Latine,0.322,0.465,0.528,0.394,0.715,high_school,7,6,personality_weighted
72,male,Black,0.275,0.499,0.555,0.363,0.545,master,3,6,personality_weighted
73,nonbinary,Asian,0.541,0.222,0.355,0.585,0.503,high_school,3,6,personality_weighted
74,female,Latine,0.52,0.377,0.649,0.398,0.397,master,13,6,personality_weighted
75,male,White,0.554,0.569,0.619,0.311,0.597,high_school,1,6,personality_weighted
76,female,Black,0.575,0.518,0.039,0.527,0.596,master,4,6,personality_weighted
77,male,Asian,0.485,0.746,0.547,0.566,0.657,master,0,6,personality_weighted
78,male,White,0.428,0.614,0.447,0.62,0.522,bachelor,3,6,personality_weighted
79,female,White,0.576,0.725,0.244,0.431,0.627,master,12,6,personality_weighted
80,female,Latine,0.614,0.63,0.446,0.55,0.677,associate,2,6,personality_weighted
81,female,White,0.492,0.584,0.483,0.528,0.341,high_school,8,6,personality_weighted
82,female,Latine,0.515,0.799,0.437,0.4,0.417,bachelor,12,6,personality_weighted
83,female,Latine,0.91,0.589,0.334,0.494,0.51,master,14,6,personality_weighted
84,female,Latine,0.419,0.618,0.395,0.345,0.236,associate,12,6,personality_weighted
85,male,Black,0.547,0.32,0.028,0.343,0.429,master,3,6,personality_weighted
86,female,Multiracial,0.632,0.497,0.494,0.375,0.491,associate,1,6,personality_weighted
87,female,Latine,0.358,0.649,0.564,0.433,0.522,bachelor,10,6,personality_weighted
88,female,Latine,0.407,0.358,0.257,0.446,0.585,master,0,6,personality_weighted
89,female,Multiracial,0.696,0.619,0.778,0.382,0.116,master,14,6,personality_weighted
90,male,White,0.541,0.698,0.557,0.62,0.359,master,0,6,personality_weighted
91,female,Asian,0.407,0.407,0.403,0.394,0.308,bachelor,12,6,personality_weighted
92,male,Latine,0.666,0.544,0.54,0.389,0.482,bachelor,9,6,personality_weighted
93,male,Latine,0.662,0.501,0.619,0.427,0.228,high_school,0,6,personality_weighted
94,female,White,0.563,0.448,0.379,0.583,0.564,associate,11,6,personality_weighted
95,male,White,0.412,0.745,0.63,0.446,0.543,high_school,4,6,personality_weighted
96,female,Black,0.492,0.447,0.537,0.669,0.452,master,2,6,personality_weighted
97,female,Black,0.477,0.456,0.836,0.164,0.442,high_school,10,6,personality_weighted
98,female,Black,0.622,0.493,0.459,0.483,0.484,high_school,15,6,personality_weighted
99,male,Latine,0.613,0.315,0.342,0.238,0.63,master,12,6,personality_weighted
100,male,Latine,0.768,0.409,0.525,0.628,0.352,bachelor,3,6,personality_weighted
1,male,Latine,0.545,0.741,0.681,0.555,0.352,master,5,7,personality_weighted
2,male,Black,0.53,0.102,0.449,0.598,0.464,high_school,11,7,personality_weighted
3,male,White,0.489,0.505,0.448,0.684,0.372,high_school,3,7,personality_weighted
4,female,Asian,0.302,0.502,0.797,0.587,0.241,high_school,11,7,personality_weighted
5,female,White,0.671,0.368,0.553,0.627,0.433,high_school,6,7,personality_weighted
6,female,Latine,0.581,0.498,0.646,0.431,0.301,bachelor,2,7,personality_weighted
7,female,White,0.49,0.51,0.442,0.497,0.494,associate,4,7,personality_weighted
8,female,Latine,0.478,0.587,0.293,0.429,0.399,master,11,7,personality_weighted
9,nonbinary,White,0.402,0.432,0.463,0.693,0.217,bachelor,12,7,personality_weighted
10,male,Latine,0.378,0.258,0.39,0.198,0.347,master,15,7,personality_weighted
11,male,Black,0.35,0.27,0.329,0.494,0.63,bachelor,2,7,personality_weighted
12,female,Black,0.504,0.452,0.47,0.806,0.236,bachelor,9,7,personality_weighted
13,female,White,0.403,0.421,0.467,0.261,0.589,bachelor,3,7,personality_weighted
14,female,Latine,0.513,0.365,0.45,0.823,0.514,high_school,5,7,personality_weighted
15,male,White,0.32,0.344,0.433,0.641,0.587,associate,5,7,personality_weighted
16,male,Latine,0.541,0.406,0.458,0.566,0.448,bachelor,10,7,personality_weighted
17,male,White,0.677,0.584,0.28,0.335,0.375,master,6,7,personality_weighted
18,female,White,0.688,0.546,0.433,0.188,0.511,master,7,7,personality_weighted
19,male,White,0.686,0.618,0.356,0.423,0.486,associate,9,7,personality_weighted
20,male,Black,0.337,0.68,0.515,0.241,0.492,master,8,7,personality_weighted
21,male,Latine,0.624,0.528,0.303,0.288,0.668,high_school,2,7,personality_weighted
22,male,Black,0.658,0.603,0.363,0.76,0.58,bachelor,15,7,personality_weighted
23,female,White,0.249,0.605,0.357,0.556,0.422,bachelor,8,7,personality_weighted
24,female,Asian,0.783,0.708,0.553,0.496,0.627,associate,8,7,personality_weighted
25,female,White,0.227,0.668,0.81,0.512,0.181,master,8,7,personality_weighted
26,male,Black,0.594,0.538,0.427,0.403,0.519,associate,9,7,personality_weighted
27,female,Asian,0.551,0.473,0.288,0.648,0.089,master,4,7,personality_weighted
28,male,White,0.584,0.669,0.393,0.588,0.529,master,10,7,personality_weighted
29,male,Asian,0.563,0.558,0.541,0.426,0.624,high_school,7,7,personality_weighted
30,male,White,0.398,0.564,0.662,0.449,0.617,associate,14,7,personality_weighted
31,male,White,0.455,0.396,0.564,0.535,0.261,bachelor,4,7,personality_weighted
32,female,Asian,0.545,0.617,0.309,0.288,0.751,bachelor,15,7,personality_weighted
33,female,Black,0.423,0.321,0.633,0.383,0.664,master,3,7,personality_weighted
34,female,Asian,0.106,0.482,0.474,0.624,0.217,high_school,14,7,personality_weighted
35,female,Latine,0.492,0.652,0.279,0.607,0.384,high_school,1,7,personality_weighted
36,nonbinary,Asian,0.376,0.556,0.229,0.181,0.706,bachelor,2,7,personality_weighted
37,female,Latine,0.5,0.653,0.563,0.522,0.664,bachelor,11,7,personality_weighted
38,female,Black,0.459,0.442,0.511,0.505,0.343,high_school,8,7,personality_weighted
39,female,Asian,0.456,0.554,0.182,0.634,0.398,associate,0,7,personality_weighted
40,female,White,0.787,0.458,0.686,0.506,0.562,high_school,14,7,personality_weighted
41,female,Black,0.352,0.404,0.515,0.467,0.607,master,2,7,personality_weighted
42,female,Black,0.285,0.805,0.546,0.572,0.299,master,7,7,personality_weighted
43,female,Black,0.661,0.847,0.358,0.347,0.368,associate,4,7,personality_weighted
44,female,Latine,0.505,0.378,0.634,0.443,0.461,master,2,7,personality_weighted
45,female,Latine,0.502,0.619,0.747,0.588,0.62,master,11,7,personality_weighted
46,female,Latine,0.526,0.287,0.451,0.488,0.423,high_school,4,7,personality_weighted
47,female,Asian,0.54,0.512,0.36,0.502,0.502,high_school,7,7,personality_weighted
48,male,Latine,0.562,0.569,0.413,0.57,0.473,master,6,7,personality_weighted
49,female,Black,0.248,0.517,0.738,0.386,0.5,bachelor,5,7,personality_weighted
50,male,Asian,0.507,0.703,0.599,0.369,0.403,associate,6,7,personality_weighted
51,male,Latine,0.492,0.278,0.742,0.527,0.364,master,15,7,personality_weighted
52,female,White,0.652,0.835,0.609,0.486,0.435,bachelor,5,7,personality_weighted
53,nonbinary,Latine,0.817,0.709,0.239,0.4,0.4,associate,4,7,personality_weighted
54,female,White,0.558,0.338,0.534,0.592,0.5,high_school,15,7,personality_weighted
55,male,Latine,0.577,0.549,0.586,0.712,0.641,high_school,6,7,personality_weighted
56,male,Asian,0.467,0.538,0.428,0.36,0.322,associate,0,7,personality_weighted
57,female,White,0.35,0.441,0.3,0.557,0.611,associate,11,7,personality_weighted
58,male,Asian,0.393,0.383,0.679,0.633,0.59,high_school,4,7,personality_weighted
59,female,White,0.559,0.652,0.558,0.507,0.459,master,11,7,personality_weighted
60,male,Asian,0.262,0.419,0.807,0.406,0.464,associate,14,7,personality_weighted
61,female,Black,0.472,0.627,0.395,0.618,0.623,master,14,7,personality_weighted
62,female,Black,0.465,0.658,0.549,0.369,0.485,associate,15,7,personality_weighted
63,male,Latine,0.618,0.312,0.573,0.314,0.277,bachelor,13,7,personality_weighted
64,male,Black,0.575,0.58,0.352,0.484,0.274,high_school,3,7,personality_weighted
